"","Panther_ID","Panther_Name"
"3896","PTHR30193","OSMOPROTECTIVE COMPOUNDS UPTAKE PERMEASE PROTEIN GGTC"
"3897","PTHR33495","ANTI-SIGMA FACTOR ANTAGONIST"
"3898","PTHR11786","ARYLAMINE N-ACETYLTRANSFERASE 1-RELATED"
"3899","PTHR34253","PROTEIN LLP HOMOLOG"
"3900","PTHR31304","LOB DOMAIN-CONTAINING PROTEIN 38"
"3901","PTHR31064","CATION TRANSPORTER HKT1_4-RELATED"
"3902","PTHR33433","FLOWERING-PROMOTING FACTOR 1-LIKE PROTEIN 1"
"3903","PTHR13218","TAFII28-LIKE PROTEIN-RELATED"
"3904","PTHR46661","E3 UBIQUITIN-PROTEIN LIGASE ZNRF1"
"3905","PTHR15036","NEUREXIN-1"
"3906","PTHR46737","DUF3531 DOMAIN-CONTAINING PROTEIN"
"3907","PTHR20935","SLL1549 PROTEIN"
"3908","PTHR42691","ASPARTATE AMINOTRANSFERASE YHDR-RELATED"
"3909","PTHR11022","PEPTIDOGLYCAN-RECOGNITION PROTEIN LB"
"3910","PTHR35035","TRANSMEMBRANE PROTEIN"
"3911","PTHR23241","LD23009P"
"3912","PTHR43742","BIOTIN SULFOXIDE REDUCTASE"
"3913","PTHR12581","HIV-1 REV BINDING PROTEIN 2, 3"
"3914","PTHR15469","NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 4"
"3915","PTHR38122","GLYCOPROTEIN X"
"3916","PTHR16023","VACUOLAR PROTEIN 14 C-TERMINAL FIG4-BINDING DOMAIN-CONTAINING PROTEIN"
"3917","PTHR11712","3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE"
"3918","PTHR46279","RING-TYPE E3 UBIQUITIN TRANSFERASE"
"3919","PTHR10826","MITOCHONDRIAL GLYCOPROTEIN-LIKE PROTEIN"
"3920","PTHR24136","SUBFAMILY NOT NAMED"
"3921","PTHR14096","APOLIPOPROTEIN L4"
"3922","PTHR43416","BIOTIN CARBOXYL CARRIER PROTEIN OF ACETYL-COA CARBOXYLASE"
"3923","PTHR36911","LIM ZINC-BINDING DOMAIN-CONTAINING PROTEIN"
"3924","PTHR23025","ALPHA_BETA HYDROLASE FOLD-3 DOMAIN-CONTAINING PROTEIN"
"3925","PTHR47950","CYTOCHROME P450 76AD1-LIKE"
"3926","PTHR43360","CARBOXYSOME ASSEMBLY PROTEIN CCMM"
"3927","PTHR16676","SIGNAL TRANSDUCER CD24"
"3928","PTHR44575","METHYLTRANSFERASE TYPE 11 DOMAIN-CONTAINING PROTEIN"
"3929","PTHR16950","ZINC TRANSPORTER SLC39A7  HISTIDINE-RICH MEMBRANE PROTEIN KE4"
"3930","PTHR31596","DUF4460 DOMAIN-CONTAINING PROTEIN"
"3931","PTHR43109","NUCLEOSIDE DIPHOSPHATE KINASE 7"
"3932","PTHR22881","OS03G0130800 PROTEIN"
"3933","PTHR10660","PROTEASOME ACTIVATOR COMPLEX SUBUNIT 3"
"3934","PTHR13847","OXIDOREDUCTASE TDA3-RELATED"
"3935","PTHR11001","MITOCHONDRIAL FISSION PROCESS PROTEIN 1"
"3936","PTHR34733","FAMILY NOT NAMED"
"3937","PTHR32039","MAGNESIUM-CHELATASE SUBUNIT CHLI"
"3938","PTHR47946","CYTOCHROME P450 78A7"
"3939","PTHR46839","SUSHI DOMAIN-CONTAINING 6"
"3940","PTHR42647","E3 UBIQUITIN-PROTEIN LIGASE BOI"
"3941","PTHR15182","A-KINASE ANCHOR PROTEIN 5-RELATED"
"3942","PTHR11949","IRF TRYPTOPHAN PENTAD REPEAT DOMAIN-CONTAINING PROTEIN"
"3943","PTHR43701","MEMBRANE TRANSPORTER PROTEIN YRKJ-RELATED"
"3944","PTHR11458","DELTA-AMINOLEVULINIC ACID DEHYDRATASE"
"3945","PTHR12435","FAMILY NOT NAMED"
"3946","PTHR23300","METHANETHIOL OXIDASE"
"3947","PTHR15427","MULTIMERIN-1"
"3948","PTHR35550","OS05G0401200 PROTEIN"
"3949","PTHR22922","GPI-ANCHORED PROTEIN P137"
"3950","PTHR47851","MYB_SANT-LIKE DOMAIN-CONTAINING PROTEIN"
"3951","PTHR11136","FOLYLPOLYGLUTAMATE SYNTHASE, MITOCHONDRIAL"
"3952","PTHR12741","1,3-BETA-GLUCAN SYNTHASE"
"3953","PTHR28498","ZINC FINGER SWIM DOMAIN-CONTAINING PROTEIN 7"
"3954","PTHR21213","PROTEIN METHYLENE BLUE SENSITIVITY 2"
"3955","PTHR42704","RIBULOSE BISPHOSPHATE CARBOXYLASE LARGE CHAIN"
"3956","PTHR34543","PROTEIN ABA DEFICIENT 4, CHLOROPLASTIC-LIKE ISOFORM X1"
"3957","PTHR31882","TNFAIP3-INTERACTING PROTEIN COILED COIL FAMILY MEMBER"
"3958","PTHR14226","ACYL TRANSFERASE_ACYL HYDROLASE_LYSOPHOSPHOLIPASE, TRIACYLGLYCEROL LIPASE-RELATED"
"3959","PTHR33488","EARLY ENDOSOME ANTIGEN 1-LIKE"
"3960","PTHR34992","COPPER ACQUISITION FACTOR BIM1-LIKE DOMAIN-CONTAINING PROTEIN"
"3961","PTHR30381","FLAGELLAR P-RING PROTEIN"
"3962","PTHR23227","BUCENTAUR RELATED"
"3963","PTHR12673","DH DOMAIN-CONTAINING PROTEIN"
"3964","PTHR24085","RETINOIC ACID RECEPTOR ALPHA"
"3965","PTHR23537","SUGAR TRANSPORTER"
"3966","PTHR36490","STRESS ENHANCED PROTEIN 2, CHLOROPLASTIC"
"3967","PTHR11717","LOW MOLECULAR WEIGHT PROTEIN-TYROSINE-PHOSPHATASE ETP-RELATED"
"3968","PTHR23212","BRAIN ACID SOLUBLE PROTEIN 1"
"3969","PTHR38761","GLUTAMATE--CYSTEINE LIGASE"
"3970","PTHR48231","TMEM189_B_DMAIN DOMAIN-CONTAINING PROTEIN"
"3971","PTHR45785","COMPLEMENT FACTOR H-RELATED PROTEIN 1"
"3972","PTHR33048","MEMBRANE PROTEIN PTH11-LIKE, PUTATIVE-RELATED"
"3973","PTHR47223","SPERM ACROSOME MEMBRANE-ASSOCIATED PROTEIN 1"
"3974","PTHR30466","FLAVIN-DEPENDENT MONOOXYGENASE, REDUCTASE SUBUNIT HSAB"
"3975","PTHR43522","TRANSKETOLASE"
"3976","PTHR23045","LRRC37A_B LIKE PROTEIN 1 C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"3977","PTHR24270","LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN"
"3978","PTHR40139","PROTEIN TNT"
"3979","PTHR12174","SIGNAL PEPTIDE PEPTIDASE-LIKE 2C"
"3980","PTHR37953","UPF0127 PROTEIN MJ1496"
"3981","PTHR45955","PHOSPHOACETYLGLUCOSAMINE MUTASE"
"3982","PTHR21310","BIFUNCTIONAL AAC_APH"
"3983","PTHR33470","NON-CLASSICAL ARABINOGALACTAN PROTEIN 30-LIKE"
"3984","PTHR13178","NADH-UBIQUINONE OXIDOREDUCTASE SGDH SUBUNIT"
"3985","PTHR45886","NUCLEAR HORMONE RECEPTOR FAMILY MEMBER NHR-9"
"3986","PTHR46781","ALPHA 1,4-GLYCOSYLTRANSFERASE FAMILY PROTEIN"
"3987","PTHR45808","RHO GTPASE-ACTIVATING PROTEIN GACX"
"3988","PTHR33377","NB-ARC DOMAIN-CONTAINING PROTEIN"
"3989","PTHR21110","PHOSPHOPENTOMUTASE"
"3990","PTHR47501","SUBFAMILY NOT NAMED"
"3991","PTHR33785","SERINE_ARGININE REPETITIVE MATRIX PROTEIN"
"3992","PTHR43472","PHOSPHORIBOSYLAMINE--GLYCINE LIGASE"
"3993","PTHR13394","ORIGIN RECOGNITION COMPLEX SUBUNIT 6"
"3994","PTHR13104","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 6"
"3995","PTHR37410","FACTOR, PUTATIVE-RELATED"
"3996","PTHR30160","LIPOPOLYSACCHARIDE 1,2-N-ACETYLGLUCOSAMINETRANSFERASE-RELATED"
"3997","PTHR28298","EISOSOME PROTEIN 1"
"3998","PTHR36308","DENTIN SIALOPHOSPHOPROTEIN-RELATED"
"3999","PTHR45744","TYROSINE AMINOTRANSFERASE"
"4000","PTHR21569","40S RIBOSOMAL PROTEIN S16"
"4001","PTHR33175","DNA-BINDING PROTEIN HU-ALPHA"
"4002","PTHR19860","RING-TYPE DOMAIN-CONTAINING PROTEIN"
"4003","PTHR30109","CARBON MONOXIDE DEHYDROGENASE"
"4004","PTHR32019","R3H DOMAIN-CONTAINING PROTEIN 4"
"4005","PTHR12881","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 1"
"4006","PTHR33362","SIALIC ACID TRAP TRANSPORTER PERMEASE PROTEIN SIAT"
"4007","PTHR11562","CATION EFFLUX PROTEIN/ ZINC TRANSPORTER"
"4008","PTHR24014","FE2OG DIOXYGENASE DOMAIN-CONTAINING PROTEIN"
"4009","PTHR12974","POLYNUCLEOTIDE ADENYLYLTRANSFERASE"
"4010","PTHR23192","NOELIN"
"4011","PTHR37761","OS09G0108400 PROTEIN"
"4012","PTHR47987","OS11G0644000 PROTEIN"
"4013","PTHR10680","SMP-30_GLUCONOLACTONASE_LRE-LIKE REGION DOMAIN-CONTAINING PROTEIN"
"4014","PTHR33541","PROTEIN BIG GRAIN 1-LIKE D"
"4015","PTHR13343","5'-PHOSPHATE OXIDASE PUTATIVE DOMAIN-CONTAINING PROTEIN-RELATED"
"4016","PTHR34482","RETROTRANSPOSON GAG DOMAIN, RETROVIRAL ASPARTYL PROTEASE-RELATED"
"4017","PTHR47751","SUPERFAMILY HYDROLASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_2G16580)-RELATED"
"4018","PTHR11644","CYTIDINE DEAMINASE"
"4019","PTHR30070","HEME EXPORTER PROTEIN B"
"4020","PTHR35366","CW-TYPE DOMAIN-CONTAINING PROTEIN"
"4021","PTHR11636","POU DOMAIN, CLASS 4, TRANSCRIPTION FACTOR 1"
"4022","PTHR35687","OS07G0516700 PROTEIN"
"4023","PTHR12587","LIPRIN-ALPHA-4"
"4024","PTHR31676","EXPRESSED PROTEIN"
"4025","PTHR43309","5-OXOPROLINASE SUBUNIT C"
"4026","PTHR21726","DUF4378 DOMAIN-CONTAINING PROTEIN"
"4027","PTHR33373","DUF4050 FAMILY PROTEIN"
"4028","PTHR31888","SMALL INTEGRAL MEMBRANE PROTEIN 19"
"4029","PTHR45651","CYCLIC NUCLEOTIDE-BINDING DOMAIN-CONTAINING PROTEIN"
"4030","PTHR11626","SQUALENE SYNTHASE"
"4031","PTHR11064","NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT BETA"
"4032","PTHR31155","ACYL-[ACYL-CARRIER-PROTEIN] DESATURASE"
"4033","PTHR30473","PROTEIN PHOH"
"4034","PTHR12999","RANBP2-TYPE DOMAIN-CONTAINING PROTEIN"
"4035","PTHR43888","DNAJ HOMOLOG SUBFAMILY A MEMBER 1"
"4036","PTHR14430","GUANINE NUCLEOTIDE EXCHANGE FACTOR FOR RAB-3A"
"4037","PTHR36771","GENOME ASSEMBLY, CHROMOSOME: A09"
"4038","PTHR38794","INTEGRAL MEMBRANE PROTEIN"
"4039","PTHR45671","PHOSPHATE TRANSPORTER"
"4040","PTHR11635","CAMP-DEPENDENT PROTEIN KINASE TYPE I-ALPHA REGULATORY SUBUNIT"
"4041","PTHR34072","RIBONUCLEASE H"
"4042","PTHR12588","INOSITOL OXYGENASE"
"4043","PTHR45879","CYCLIC AMP-DEPENDENT TRANSCRIPTION FACTOR ATF-1"
"4044","PTHR34536","DENTIN SIALOPHOSPHOPROTEIN-LIKE PROTEIN"
"4045","PTHR34115","PROTEIN, PUTATIVE-RELATED"
"4046","PTHR34931","FI02976P-RELATED"
"4047","PTHR21060","BUTYRATE KINASE 1-RELATED"
"4048","PTHR12400","KINASE"
"4049","PTHR12450","FAM20 C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"4050","PTHR24026","DACHSOUS CADHERIN-RELATED 2"
"4051","PTHR32301","SULFOTRANSFERASE DOMAIN-CONTAINING PROTEIN"
"4052","PTHR34226","SUBFAMILY NOT NAMED"
"4053","PTHR33074","DUF1618 DOMAIN-CONTAINING PROTEIN"
"4054","PTHR46196","BHLH DOMAIN-CONTAINING PROTEIN"
"4055","PTHR31087","FAMILY NOT NAMED"
"4056","PTHR34673","SUBFAMILY NOT NAMED"
"4057","PTHR43244","CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN"
"4058","PTHR19346","SOLUTE CARRIER FAMILY 35 MEMBER F4"
"4059","PTHR31689","DIAMINOPIMELATE EPIMERASE"
"4060","PTHR23403","TREHALASE"
"4061","PTHR32387","PROTEIN NO VEIN C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"4062","PTHR24372","FI21465P1-RELATED"
"4063","PTHR22751","G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN"
"4064","PTHR30185","CRYPTIC BETA-GLUCOSIDE BGL OPERON ANTITERMINATOR"
"4065","PTHR48142","PIGMENTOSA GTPASE REGULATOR-LIKE PROTEIN, PUTATIVE-RELATED"
"4066","PTHR33343","54S RIBOSOMAL PROTEIN BL35M"
"4067","PTHR31513","GLYCINE-RICH PROTEIN"
"4068","PTHR34780","SUBFAMILY NOT NAMED"
"4069","PTHR19288","PHOSPHOGLYCOLATE PHOSPHATASE 2"
"4070","PTHR20531","N-ALPHA-ACETYLTRANSFERASE 40"
"4071","PTHR30442","IRON III  DICITRATE TRANSPORT PROTEIN FECA"
"4072","PTHR34689","NUCLEIC ACID-BINDING PROTEIN"
"4073","PTHR11781","IODOTHYRONINE DEIODINASE"
"4074","PTHR34861","FAMILY NOT NAMED"
"4075","PTHR43579","FAMILY NOT NAMED"
"4076","PTHR16056","REGULATOR OF MICROTUBULE DYNAMICS PROTEIN"
"4077","PTHR36688","ENDONUCLEASE_EXONUCLEASE_PHOSPHATASE DOMAIN-CONTAINING PROTEIN"
"4078","PTHR10342","ARYLSULFATASE B"
"4079","PTHR35499","OS05G0128300 PROTEIN"
"4080","PTHR22380","TESTIS-EXPRESSED PROTEIN 15"
"4081","PTHR33146","S1_P1 NUCLEASE"
"4082","PTHR10046","ARCHAEAL LON PROTEASE"
"4083","PTHR35109","GENOME ASSEMBLY, CHROMOSOME: A05"
"4084","PTHR24327","HOMEOBOX PROTEIN DLX-3"
"4085","PTHR15467","ZINC FINGERS AND HOMEOBOXES PROTEIN 1"
"4086","PTHR23075","ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 3A"
"4087","PTHR16166","INTERMEMBRANE LIPID TRANSFER PROTEIN VPS13C"
"4088","PTHR12106","SORTILIN"
"4089","PTHR11804","OLIGOENDOPEPTIDASE F"
"4090","PTHR43751","ARYLSULPHATASE A"
"4091","PTHR24321","DEHYDROGENASES, SHORT CHAIN"
"4092","PTHR43028","AMMONIUM TRANSPORT PROTEIN"
"4093","PTHR15551","LIM AND CALPONIN HOMOLOGY DOMAINS-CONTAINING PROTEIN 1 ISOFORM X1"
"4094","PTHR31126","PROTEIN-TYROSINE-PHOSPHATASE"
"4095","PTHR14987","LBH DOMAIN-CONTAINING PROTEIN 2"
"4096","PTHR34680","EXPRESSED PROTEIN"
"4097","PTHR21236","PROTEIN YIPF5"
"4098","PTHR40619","FUNGAL STAND N-TERMINAL GOODBYE DOMAIN-CONTAINING PROTEIN"
"4099","PTHR19321","65-KDA MICROTUBULE-ASSOCIATED PROTEIN 8"
"4100","PTHR15654","COILED-COIL DOMAIN-CONTAINING PROTEIN 113"
"4101","PTHR32116","HEXOSYLTRANSFERASE"
"4102","PTHR34355","JOSEPHIN-LIKE PROTEIN"
"4103","PTHR31168","SUBFAMILY NOT NAMED"
"4104","PTHR10315","RING-TYPE E3 UBIQUITIN TRANSFERASE"
"4105","PTHR43651","1,4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1, CHLOROPLASTIC_AMYLOPLASTIC"
"4106","PTHR33936","C2H2-TYPE DOMAIN-CONTAINING PROTEIN"
"4107","PTHR15566","POM121-LIKE PROTEIN 1-RELATED"
"4108","PTHR12211","ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29"
"4109","PTHR35326","PROTEIN PSBN"
"4110","PTHR21724","SHKT DOMAIN-CONTAINING PROTEIN"
"4111","PTHR46674","INACTIVE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP6"
"4112","PTHR34797","OS02G0821900 PROTEIN"
"4113","PTHR45844","BHLH DOMAIN-CONTAINING PROTEIN"
"4114","PTHR37049","RHODANESE DOMAIN-CONTAINING PROTEIN"
"4115","PTHR34777","OS06G0530600 PROTEIN"
"4116","PTHR23089","HIT DOMAIN-CONTAINING PROTEIN"
"4117","PTHR33491","WALL-ASSOCIATED RECEPTOR KINASE, GALACTURONAN-BINDING DOMAIN-CONTAINING PROTEIN"
"4118","PTHR46214","OS05G0452800 PROTEIN"
"4119","PTHR13966","ENDONUCLEASE-RELATED"
"4120","PTHR31395","PROTEIN SHISA-LIKE-2B"
"4121","PTHR47581","OS09G0431600 PROTEIN"
"4122","PTHR43518","RESPIRATORY NITRATE REDUCTASE 1 BETA CHAIN"
"4123","PTHR46048","HYDROXYCARBOXYLIC ACID RECEPTOR 3"
"4124","PTHR32328","L-SERYL-TRNA(SEC) SELENIUM TRANSFERASE"
"4125","PTHR35787","GLYCEROL UPTAKE OPERON ANTITERMINATOR REGULATORY PROTEIN"
"4126","PTHR10459","POLY [ADP-RIBOSE] POLYMERASE"
"4127","PTHR31984","TRANSPORTER, PUTATIVE (DUF179)-RELATED"
"4128","PTHR31214","PROTEIN FAM221B"
"4129","PTHR34791","F-BOX DOMAIN-CONTAINING PROTEIN"
"4130","PTHR13806","FLOTILLIN-LIKE PROTEIN 3"
"4131","PTHR12770","ROOT UVB SENSITIVE FAMILY"
"4132","PTHR45888","HL01030P-RELATED"
"4133","PTHR43363","HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE"
"4134","PTHR20995","F-BOX/WD REPEAT-CONTAINING PROTEIN 5"
"4135","PTHR30606","LIPID A BIOSYNTHESIS LAUROYLTRANSFERASE"
"4136","PTHR45717","PENTATRICOPEPTIDE REPEAT (PPR) SUPERFAMILY PROTEIN"
"4137","PTHR22767","BNAC02G23120D PROTEIN"
"4138","PTHR33831","OS07G0102300 PROTEIN"
"4139","PTHR45228","3'3'-CGAMP-SPECIFIC PHOSPHODIESTERASE 2"
"4140","PTHR36481","OS09G0535400 PROTEIN"
"4141","PTHR36493","CHITIN-BINDING TYPE-4 DOMAIN-CONTAINING PROTEIN"
"4142","PTHR11946","VALINE--TRNA LIGASE, MITOCHONDRIAL"
"4143","PTHR36052","EXCITATORY AMINO ACID TRANSPORTER"
"4144","PTHR14368","TESTIS-EXPRESSED BASIC PROTEIN 1"
"4145","PTHR20856","DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA"
"4146","PTHR13354","ROUND SPERMATID BASIC PROTEIN 1"
"4147","PTHR11024","SUBFAMILY NOT NAMED"
"4148","PTHR32097","GENERAL STRESS PROTEIN 16U"
"4149","PTHR33753","1,4-BETA-D-GLUCAN CELLOBIOHYDROLASE B"
"4150","PTHR13829","SM-LIKE PROTEIN LSM2"
"4151","PTHR13869","MYELIN PROTEIN ZERO-LIKE PROTEIN 3"
"4152","PTHR11735","TRNA N6-ADENOSINE THREONYLCARBAMOYLTRANSFERASE, MITOCHONDRIAL"
"4153","PTHR21540","E3 UBIQUITIN-PROTEIN LIGASE ZSWIM2"
"4154","PTHR33445","ATP SYNTHASE SUBUNIT B', CHLOROPLASTIC"
"4155","PTHR16120","AP-5 COMPLEX SUBUNIT SIGMA-1"
"4156","PTHR22635","RING FINGER PROTEIN 207"
"4157","PTHR46222","PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP14"
"4158","PTHR31463","MACROPHAGE-EXPRESSED GENE 1 PROTEIN"
"4159","PTHR30537","TRANSCRIPTIONAL REGULATORY PROTEIN"
"4160","PTHR21502","ZINC FINGER PROTEIN DZIP1"
"4161","PTHR46735","EF-HAND DOMAIN-CONTAINING PROTEIN"
"4162","PTHR21274","MECKELIN"
"4163","PTHR22912","DIHYDROLIPOYL DEHYDROGENASE, MITOCHONDRIAL"
"4164","PTHR33675","SUBFAMILY NOT NAMED"
"4165","PTHR38630","PROTEIN CBG12780"
"4166","PTHR46119","HEAVY METAL-ASSOCIATED DOMAIN, HMA, HEAVY METAL-ASSOCIATED DOMAIN SUPERFAMILY"
"4167","PTHR46711","HISTONE-LYSINE N-METHYLTRANSFERASE SETD2"
"4168","PTHR45668","SERINE_THREONINE-PROTEIN PHOSPHATASE 5"
"4169","PTHR28527","MATING-TYPE SWITCHING PROTEIN SWI2"
"4170","PTHR14399","CELL JUNCTION PROTEIN VAB-9"
"4171","PTHR48166","DUF946 DOMAIN-CONTAINING PROTEIN"
"4172","PTHR33676","COLD REGULATED PROTEIN 27"
"4173","PTHR43182","COBALT-PRECORRIN-7 C(5)-METHYLTRANSFERASE"
"4174","PTHR23095","PARANEOPLASTIC ANTIGEN MA1"
"4175","PTHR32378","G PROTEIN GAMMA DOMAIN-CONTAINING PROTEIN"
"4176","PTHR35975","SMALL INTEGRAL MEMBRANE PROTEIN 11A"
"4177","PTHR34953","EXPRESSED PROTEIN"
"4178","PTHR32194","PROTEASOME SUBUNIT BETA TYPE-3"
"4179","PTHR36304","DOMAIN GTPASE-ACTIVATING PROTEIN, PUTATIVE-RELATED-RELATED"
"4180","PTHR34144","ALPHA-1,3-MANNOSYLTRANSFERASE CMT1"
"4181","PTHR14299","PHORBOL-12-MYRISTATE-13-ACETATE-INDUCED PROTEIN 1"
"4182","PTHR37874","GENE 8113-RELATED"
"4183","PTHR36003","TONB-DEPENDENT HEME RECEPTOR A"
"4184","PTHR35519","MEMBRANE PROTEINS"
"4185","PTHR46165","RE32936P"
"4186","PTHR10075","IG-LIKE DOMAIN-CONTAINING PROTEIN"
"4187","PTHR46179","ZINC FINGER PROTEIN 423 HOMOLOG"
"4188","PTHR14233","OS05G0444300 PROTEIN"
"4189","PTHR33730","SUBFAMILY NOT NAMED"
"4190","PTHR36857","SPERMATOGENESIS-ASSOCIATED PROTEIN 25"
"4191","PTHR31149","EXPRESSED PROTEIN"
"4192","PTHR46895","G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN"
"4193","PTHR36312","THIONIN-LIKE PROTEIN 2"
"4194","PTHR43445","UDP-N-ACETYLMURAMATE--L-ALANINE LIGASE"
"4195","PTHR31442","TRANSCRIPTION FACTOR BOA-RELATED"
"4196","PTHR10405","SPINDLIN-2C"
"4197","PTHR47670","ADENYLYLSULFATASE HINT3"
"4198","PTHR30569","CYTOSINE TRANSPORTER CODB"
"4199","PTHR14624","POLYPRENOL REDUCTASE"
"4200","PTHR46336","BTB_POZ DOMAIN-CONTAINING PROTEIN POB1"
"4201","PTHR43968","GLUTATHIONE S-TRANSFERASE OMEGA-2"
"4202","PTHR23326","NOT TRANSCRIPTION COMPLEX SUBUNIT VIP2-RELATED"
"4203","PTHR21432","ACETYL-COA HYDROLASE-RELATED"
"4204","PTHR15726","RAB11 FAMILY-INTERACTING PROTEIN 3"
"4205","PTHR47314","GALACTOOLIGOSACCHARIDES TRANSPORT SYSTEM PERMEASE PROTEIN GANP"
"4206","PTHR14110","IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM17_TIM22_TIM23 FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED"
"4207","PTHR46821","RECEPTOR-LIKE SERINE_THREONINE-KINASE PLANT"
"4208","PTHR45805","NUCLEAR RECEPTOR ROR-ALPHA"
"4209","PTHR47411","B3GNT1, BETA-1,3-N-ACETYLGUCOSAMINYLTRANSFERASE 1, HOMOLOG"
"4210","PTHR42889","BLR3681 PROTEIN"
"4211","PTHR23510","SPX DOMAIN-CONTAINING MEMBRANE PROTEIN OS02G45520"
"4212","PTHR44042","MYB DNA-BINDING DOMAIN SUPERFAMILY PROTEIN-RELATED"
"4213","PTHR41287","PROTEIN YMFN"
"4214","PTHR43246","PEPTIDYLPROLYL ISOMERASE"
"4215","PTHR10970","CLUSTERIN"
"4216","PTHR12736","LANC-LIKE PROTEIN"
"4217","PTHR46560","CYPHER, ISOFORM B"
"4218","PTHR10668","PHYTOENE DEHYDROGENASE"
"4219","PTHR43694","RIBONUCLEASE J"
"4220","PTHR19134","RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE ALPHA"
"4221","PTHR25466","IG-LIKE DOMAIN-CONTAINING PROTEIN"
"4222","PTHR43625","PYRIDOXAL REDUCTASE, CHLOROPLASTIC"
"4223","PTHR11360","MONOCARBOXYLATE TRANSPORTER, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05170)-RELATED"
"4224","PTHR20941","FOLATE SYNTHESIS PROTEINS"
"4225","PTHR14445","FI03272P-RELATED"
"4226","PTHR47765","3'-5' EXONUCLEASE DOMAIN-CONTAINING PROTEIN"
"4227","PTHR15740","ACTIVITY-DEPENDENT NEUROPROTECTOR HOMEOBOX PROTEIN 2"
"4228","PTHR31161","BNAA07G02160D PROTEIN"
"4229","PTHR34221","SUBFAMILY NOT NAMED"
"4230","PTHR44533","ATP-DEPENDENT RNA HELICASE DDX60-RELATED"
"4231","PTHR43158","ABC TRANSPORTER, ATP-BINDING PROTEIN"
"4232","PTHR10380","CUTICULAR PROTEIN 97EB"
"4233","PTHR45735","CLEAVAGE STIMULATION FACTOR SUBUNIT 2"
"4234","PTHR42771","FE(3+) DICITRATE TRANSPORT ATP-BINDING PROTEIN FECE-RELATED"
"4235","PTHR46783","CYTOGLOBIN-1-RELATED"
"4236","PTHR13408","ZGC:171971"
"4237","PTHR12956","TRANSMEMBRANE PROTEIN (DUF616)"
"4238","PTHR15708","ACTIN BUNDLING/MISSING IN METASTASIS-RELATED"
"4239","PTHR42877","L-ORNITHINE N(5)-OXYGENASE"
"4240","PTHR42752","IMIDAZOLONEPROPIONASE-RELATED"
"4241","PTHR45772","HIGH-AFFINITY BRANCHED-CHAIN AMINO ACID TRANSPORT ATP-BINDING PROTEIN"
"4242","PTHR13234","GILT-LIKE PROTEIN C02D5.2"
"4243","PTHR31378","EGF-LIKE DOMAIN-CONTAINING PROTEIN"
"4244","PTHR36014","OS03G0176700 PROTEIN"
"4245","PTHR45774","BTB_POZ DOMAIN-CONTAINING PROTEIN 2"
"4246","PTHR23253","EUKARYOTIC TRANSLATION INITIATION FACTOR-LIKE"
"4247","PTHR43395","CHEMOTAXIS PROTEIN CHEA"
"4248","PTHR10623","MICROTUBULE-ASSOCIATED PROTEIN RP_EB FAMILY MEMBER 3 ISOFORM X1"
"4249","PTHR47872","NUCLEAR RNA EXPORT FACTOR SDE5-RELATED"
"4250","PTHR11254","UBIQUITIN PROTEIN LIGASE-RELATED"
"4251","PTHR34449","RHO TERMINATION FACTOR"
"4252","PTHR48032","RNA-BINDING PROTEIN MUSASHI HOMOLOG 2"
"4253","PTHR46151","ZINC FINGER, RING_FYVE_PHD-TYPE, YMGG-LIKE GLY-ZIPPER-RELATED"
"4254","PTHR19862","WD REPEAT-CONTAINING PROTEIN 48"
"4255","PTHR46929","MYB_SANT-LIKE DOMAIN-CONTAINING PROTEIN"
"4256","PTHR21262","GUANOSINE-3',5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE"
"4257","PTHR33525","TWO COMPONENT SIGNAL TRANSDUCTION SYSTEM RESPONSE REGULATOR"
"4258","PTHR37534","SFGA"
