"","UniqueSequenceName","Diamond_Hit","Diamond_Percentage_Identity","Diamond_length","Diamond_E_value","Diamond_BitScore","Diamond_qframe"
"814","HM1_PD_TRINITY_DN83_c0_g1_i1.p1","XP_029656077.1",96.9,817,0,1622,0
"815","HM3_PD_TRINITY_DN19502_c0_g1_i1.p1","CAI9737162.1",95,1228,0,2256,0
"816","HM1_PD_TRINITY_DN8629_c1_g2_i1.p1","XP_052828401.1",88.7,353,9.89e-209,586,0
"817","HM2_PD_TRINITY_DN334_c1_g6_i1.p1","XP_014781533.1",93.1,625,0,1164,0
"818","HM2_PD_TRINITY_DN2700_c0_g1_i7.p1","XP_036368557.1",95.1,427,6.09e-307,840,0
"819","HM2_PD_TRINITY_DN2700_c0_g1_i3.p1","XP_029650035.1",98.6,424,0,868,0
"820","HM1_PD_TRINITY_DN544_c0_g2_i1.p1","XP_029650387.1",93.5,810,0,1082,0
"821","HM1_PD_TRINITY_DN3824_c0_g1_i1.p1","XP_052831865.1",97.5,238,8.82e-148,422,0
"822","HM3_PD_TRINITY_DN2799_c0_g1_i2.p1","XP_029640875.1",63.9,1088,0,1298,0
"823","HM1_PD_TRINITY_DN3443_c1_g1_i5.p1","CAI9719306.1",93.4,288,3.66e-53,218,0
"824","HM3_PD_TRINITY_DN1030_c0_g2_i7.p1","XP_029636043.1",91.2,1032,0,1941,0
"825","HM1_PD_TRINITY_DN78106_c0_g1_i1.p1","XP_014774571.1",91.7,350,2.02e-245,679,0
"826","HM3_PD_TRINITY_DN2406_c0_g1_i1.p1","XP_052830250.1",90.7,398,1.02e-258,716,0
"827","HM1_PD_TRINITY_DN4002_c0_g1_i2.p1","CAI9739076.1",85.3,477,0,900,0
"828","HM1_PD_TRINITY_DN2297_c0_g1_i3.p2","XP_014788951.1",92,499,0,1008,0
"829","HM1_PD_TRINITY_DN8463_c0_g1_i4.p1","CAI9733967.1",88.7,451,1.15e-282,781,0
"830","HM2_PD_TRINITY_DN958_c5_g1_i1.p1","XP_014769556.1",90,461,0,897,0
"831","HM3_PD_TRINITY_DN1064_c0_g1_i6.p2","CAI9728994.1",87.7,308,6.69e-197,589,0
"832","HM3_PD_TRINITY_DN15525_c3_g1_i2.p1","XP_029638448.1",94.4,1219,0,2460,0
"833","HM3_PD_TRINITY_DN4436_c0_g1_i13.p1","XP_052823841.1",81,537,4.51e-292,850,0
"834","HM3_PD_TRINITY_DN13391_c0_g1_i6.p1","XP_052822982.1",83.6,2334,0,3764,0
"835","HM3_PD_TRINITY_DN229_c7_g4_i1.p1","CAI9739312.1",92.5,1033,0,2033,0
"836","HM1_PD_TRINITY_DN1858_c0_g1_i4.p1","XP_029648127.1",92.9,851,0,1635,0
"837","HM2_PD_TRINITY_DN2126_c1_g1_i2.p1","CAI9719306.1",93.4,288,1.53e-53,218,0
"838","HM1_PD_TRINITY_DN44969_c0_g1_i1.p1","XP_052821513.1",92.6,744,0,1399,0
"839","HM1_PD_TRINITY_DN7287_c0_g2_i2.p1","XP_052823416.1",96.2,629,0,1239,0
"840","HM1_PD_TRINITY_DN2702_c1_g2_i5.p1","XP_014774139.1",69.9,359,2.56e-161,466,0
"841","HM3_PD_TRINITY_DN11450_c0_g1_i1.p1","XP_014768745.1",85.5,393,2.7e-238,695,0
"842","HM3_PD_TRINITY_DN75_c2_g1_i2.p1","QBA31154.1",91.9,1514,0,2807,0
"843","HM1_PD_TRINITY_DN282_c0_g2_i2.p1","XP_029645346.1",92.8,250,4.94e-160,454,0
"844","HM3_PD_TRINITY_DN17248_c0_g1_i4.p1","XP_014769613.1",94.4,520,0,993,0
"845","HM3_PD_TRINITY_DN3936_c0_g1_i8.p1","XP_014767871.1",98.6,831,0,1688,0
"846","HM2_PD_TRINITY_DN931_c1_g3_i1.p1","XP_014770566.1",81.5,1706,0,2711,0
"847","HM2_PD_TRINITY_DN9998_c0_g1_i1.p1","CAI9723606.1",78.9,880,0,1437,0
"848","HM3_PD_TRINITY_DN1596_c0_g1_i1.p1","CAI9724157.1",93.7,1779,0,3341,0
"849","HM2_PD_TRINITY_DN6373_c1_g1_i1.p1","XP_014784457.1",65.2,529,1.65e-252,717,0
"850","HM3_PD_TRINITY_DN4956_c4_g1_i1.p1","XP_052826203.1",94,480,0,941,0
"851","HM2_PD_TRINITY_DN1854_c0_g1_i10.p1","XP_052827290.1",96.5,1059,0,2066,0
"852","HM1_PD_TRINITY_DN449_c0_g2_i1.p1","XP_052830861.1",99.6,232,2.36e-141,488,0
"853","HM1_PD_TRINITY_DN4002_c0_g1_i12.p2","XP_014782908.1",86.6,477,0,910,0
"854","HM3_PD_TRINITY_DN3447_c3_g1_i4.p1","XP_014781698.2",92.5,479,0,879,0
"855","HM1_PD_TRINITY_DN18065_c0_g1_i1.p1","CAI9731237.1",75.8,384,1.47e-205,580,0
"856","HM1_PD_TRINITY_DN623_c0_g1_i1.p1","XP_052830603.1",98.4,244,1.73e-149,514,0
"857","HM1_PD_TRINITY_DN18065_c0_g1_i2.p1","CAI9731237.1",64.6,384,1.8e-164,474,0
"858","HM1_PD_TRINITY_DN951_c5_g1_i1.p1","XP_014777908.1",97.3,301,7.84e-235,647,0
"859","HM3_PD_TRINITY_DN4056_c1_g1_i2.p1","XP_029644049.1",93.2,661,0,1313,0
"860","HM3_PD_TRINITY_DN9982_c1_g1_i4.p1","XP_052824343.1",92,187,1.68e-111,345,0
"861","HM3_PD_TRINITY_DN2583_c0_g1_i3.p1","XP_029643702.1",95.8,265,8.44e-185,520,0
"862","HM1_PD_TRINITY_DN47514_c0_g1_i1.p1","XP_029650497.1",86.5,347,4.9e-232,657,0
"863","HM2_PD_TRINITY_DN13157_c4_g1_i1.p1","XP_014775643.1",68,150,5.32e-74,229,0
"864","HM1_PD_TRINITY_DN1013_c0_g2_i2.p1","XP_014786938.1",84.4,584,9.85e-268,754,0
"865","HM1_PD_TRINITY_DN413_c0_g1_i1.p1","XP_029653036.1",77.4,261,4.99e-156,445,0
"866","HM1_PD_TRINITY_DN1013_c0_g2_i1.p1","XP_014786940.1",87.6,549,9.83999999999999e-274,766,0
"867","HM3_PD_TRINITY_DN3540_c0_g1_i2.p1","XP_029636121.1",92.5,160,1.44e-111,336,0
"868","HM2_PD_TRINITY_DN7966_c1_g1_i3.p1","XP_052824249.1",44,661,4.55e-162,488,0
"869","HM2_PD_TRINITY_DN4872_c0_g1_i2.p1","CAI9723269.1",98.8,320,4.11e-228,652,0
"870","HM1_PD_TRINITY_DN69117_c0_g1_i1.p1","XP_029638389.1",81.3,155,2.12e-90,270,0
"871","HM2_PD_TRINITY_DN5417_c0_g1_i1.p1","XP_029636121.1",98.2,165,7.7e-124,363,0
"872","HM3_PD_TRINITY_DN3540_c0_g1_i5.p2","CAI9722561.1",95.7,116,2.11e-76,242,0
"873","HM1_PD_TRINITY_DN68037_c0_g1_i2.p2","XP_052824233.1",97.3,113,2.45e-77,242,0
"874","HM1_PD_TRINITY_DN46718_c0_g1_i1.p1","XP_014769053.1",66.7,186,1.35e-94,283,0
"875","HM2_PD_TRINITY_DN5433_c0_g1_i2.p1","XP_029643608.1",85.8,289,1.09e-185,528,0
"876","HM3_PD_TRINITY_DN1662_c0_g1_i8.p1","XP_029640265.1",90.8,640,0,1250,0
"877","HM2_PD_TRINITY_DN24079_c0_g1_i1.p1","XP_029638351.1",92.3,156,6.67e-107,312,0
"878","HM1_PD_TRINITY_DN239_c0_g1_i1.p1","XP_029637263.1",49.7,143,1.02e-47,162,0
"879","HM1_PD_TRINITY_DN4_c4_g1_i1.p1","XP_014770381.1",89.8,322,3.03e-206,577,0
"880","HM2_PD_TRINITY_DN2139_c1_g1_i4.p1","CAI9741916.1",89.2,379,1.83e-254,704,0
"881","HM3_PD_TRINITY_DN19106_c0_g1_i2.p1","XP_052825725.1",86,392,3.23e-254,704,0
"882","HM3_PD_TRINITY_DN33075_c0_g1_i3.p1","XP_029646973.1",90.3,917,0,1698,0
"883","HM2_PD_TRINITY_DN130_c0_g3_i2.p1","CAI9744251.1",71.2,219,1.58e-63,207,0
"884","HM2_PD_TRINITY_DN19129_c0_g1_i1.p1","XP_029650275.1",93.3,480,0,885,0
"885","HM1_PD_TRINITY_DN32747_c0_g1_i1.p1","XP_052826943.1",96.6,506,0,1054,0
"886","HM3_PD_TRINITY_DN5974_c1_g1_i10.p1","XP_036367066.1",90.1,203,8.06e-116,358,0
"887","HM3_PD_TRINITY_DN11307_c0_g1_i2.p1","CAI9728999.1",65.8,830,0,1103,0
"888","HM1_PD_TRINITY_DN543_c3_g1_i1.p1","XP_014775592.1",90.3,497,0,951,0
"889","HM1_PD_TRINITY_DN17063_c0_g1_i1.p1","XP_014775432.1",87.9,406,7.73e-274,755,0
"890","HM2_PD_TRINITY_DN1259_c0_g1_i4.p1","XP_014774608.1",95,928,0,1835,0
"891","HM1_PD_TRINITY_DN1182_c0_g1_i1.p1","XP_036363882.1",91.2,194,5.87e-132,380,0
"892","HM3_PD_TRINITY_DN1389_c0_g1_i5.p1","XP_036370794.1",61.9,362,1.17e-118,387,0
"893","HM2_PD_TRINITY_DN12730_c0_g1_i1.p1","XP_052822230.1",94,565,0,1145,0
"894","HM3_PD_TRINITY_DN7785_c0_g1_i6.p1","XP_052832577.1",89.8,538,0,1037,0
"895","HM1_PD_TRINITY_DN68711_c0_g1_i2.p1","XP_014769031.1",55.2,330,1.87e-124,381,0
"896","HM1_PD_TRINITY_DN55987_c0_g1_i1.p1","CAI9740581.1",70.8,312,9.76e-154,443,0
"897","HM3_PD_TRINITY_DN4564_c1_g1_i1.p1","XP_029658430.1",98.5,530,0,1048,0
"898","HM3_PD_TRINITY_DN1079_c1_g1_i4.p1","XP_052831195.1",82.9,729,0,1165,0
"899","HM1_PD_TRINITY_DN8_c0_g1_i10.p2","XP_014781480.1",84.7,255,5.59e-99,300,0
"900","HM3_PD_TRINITY_DN24555_c0_g1_i1.p1","XP_014774813.1",99.6,266,1.43e-187,537,0
"901","HM3_PD_TRINITY_DN6119_c0_g1_i2.p1","XP_052823764.1",92.1,165,3.09e-115,334,0
"902","HM1_PD_TRINITY_DN2790_c1_g1_i2.p1","XP_014790571.1",94,398,5.11e-278,765,0
"903","HM3_PD_TRINITY_DN59343_c0_g1_i1.p1","CAI9735219.1",91.9,517,0,989,0
"904","HM1_PD_TRINITY_DN836_c0_g2_i1.p1","XP_052832794.1",48.9,818,2.88e-221,645,0
"905","HM3_PD_TRINITY_DN27178_c0_g1_i2.p1","XP_052833416.1",93.5,324,8.78e-223,628,0
"906","HM3_PD_TRINITY_DN14571_c0_g1_i4.p1","XP_014775579.1",91.9,812,0,1091,0
"907","HM3_PD_TRINITY_DN12183_c1_g1_i1.p1","CAI9729327.1",94,398,2.37e-287,788,0
"908","HM1_PD_TRINITY_DN34692_c0_g1_i1.p1","CAI9723552.1",70.5,410,1.05e-204,581,0
"909","HM1_PD_TRINITY_DN1767_c0_g3_i1.p1","CAI9744262.1",80.6,568,0,971,0
"910","HM1_PD_TRINITY_DN581_c0_g3_i1.p1","XP_014779871.1",92.8,152,1.03e-97,288,0
"911","HM1_PD_TRINITY_DN12429_c0_g1_i2.p1","CAI9719585.1",65.3,455,1.08e-217,617,0
"912","HM1_PD_TRINITY_DN319_c0_g2_i6.p1","XP_014779876.1",92.6,471,0,941,0
"913","HM2_PD_TRINITY_DN34927_c0_g1_i2.p1","XP_036356479.1",83.6,214,1.6e-106,316,0
"914","HM3_PD_TRINITY_DN811_c0_g1_i3.p2","XP_036368371.1",92.3,636,0,1219,0
"915","HM3_PD_TRINITY_DN5030_c0_g1_i1.p1","CAI9714745.1",89.1,806,0,1425,0
"916","HM3_PD_TRINITY_DN370_c1_g1_i10.p1","XP_014784997.1",92.4,277,4.61e-180,511,0
"917","HM1_PD_TRINITY_DN2041_c0_g1_i1.p1","CAI9740582.1",78.9,473,4.52e-279,774,0
"918","HM1_PD_TRINITY_DN1777_c0_g2_i1.p1","XP_014777540.2",84.9,146,2.9e-69,216,0
"919","HM3_PD_TRINITY_DN2361_c0_g1_i4.p1","XP_029635609.1",90.2,244,3.76e-105,337,0
"920","HM3_PD_TRINITY_DN21900_c0_g3_i1.p1","XP_052822329.1",91.5,506,0,965,0
"921","HM1_PD_TRINITY_DN547_c0_g1_i56.p2","XP_036366037.1",95.6,999,0,1921,0
"922","HM1_PD_TRINITY_DN347_c0_g1_i2.p1","CAI9724272.1",66.8,247,9.51e-92,339,0
"923","HM3_PD_TRINITY_DN4347_c2_g1_i1.p1","XP_052826564.1",78.9,1414,0,2279,0
"924","HM1_PD_TRINITY_DN15243_c0_g2_i2.p1","XP_029652839.1",83.6,171,2.02e-113,330,0
"925","HM1_PD_TRINITY_DN1117_c0_g1_i4.p1","XP_014774988.1",87.2,812,0,1490,0
"926","HM2_PD_TRINITY_DN2428_c0_g1_i1.p1","CAI9730649.1",54.7,285,9.33e-92,285,0
"927","HM1_PD_TRINITY_DN2175_c0_g1_i1.p1","XP_014781237.1",85.8,466,8.59e-303,834,0
"928","HM1_PD_TRINITY_DN118_c1_g2_i3.p1","XP_014782853.1",94.5,524,0,1048,0
"929","HM1_PD_TRINITY_DN1413_c0_g1_i1.p1","XP_014771980.1",80.7,831,0,1366,0
"930","HM1_PD_TRINITY_DN77537_c0_g1_i1.p1","XP_014781273.1",92.1,139,1.3e-96,285,0
"931","HM1_PD_TRINITY_DN3107_c0_g2_i3.p1","XP_029644105.1",94.8,327,1.24e-230,639,0
"932","HM3_PD_TRINITY_DN31211_c0_g1_i2.p1","CAI9728181.1",70.2,443,1.86e-227,638,0
"933","HM3_PD_TRINITY_DN59841_c0_g1_i1.p2","XP_052824652.1",80.1,624,2.72e-142,467,0
"934","HM2_PD_TRINITY_DN216_c1_g6_i1.p1","XP_014778868.1",82.5,285,1.66e-169,481,0
"935","HM1_PD_TRINITY_DN2231_c0_g1_i1.p1","XP_029635494.1",92.5,758,0,1396,0
"936","HM2_PD_TRINITY_DN4801_c0_g1_i2.p1","XP_029635725.1",83.9,404,2.13e-245,683,0
"937","HM3_PD_TRINITY_DN85551_c0_g1_i1.p1","XP_014778127.1",95.2,145,1.75e-97,287,0
"938","HM3_PD_TRINITY_DN1793_c5_g1_i1.p1","CAI9727352.1",96.6,264,4.41e-167,526,0
"939","HM1_PD_TRINITY_DN391_c2_g1_i2.p1","XP_029633597.1",94.5,440,1.48e-300,825,0
"940","HM1_PD_TRINITY_DN1979_c0_g2_i1.p1","XP_029645037.1",91.6,191,6.69e-123,356,0
"941","HM1_PD_TRINITY_DN81997_c0_g1_i1.p1","CAI9731161.1",86.9,274,9.25e-177,498,0
"942","HM3_PD_TRINITY_DN3253_c0_g1_i6.p1","CAI9727402.1",69.5,696,0,989,0
"943","HM3_PD_TRINITY_DN982_c0_g1_i1.p1","CAI9740638.1",90.1,644,0,1205,0
"944","HM1_PD_TRINITY_DN1398_c0_g2_i6.p1","XP_014779739.1",72.7,308,5.74e-153,441,0
"945","HM3_PD_TRINITY_DN550_c2_g1_i2.p1","XP_052822282.1",90.6,373,6.17e-241,703,0
"946","HM2_PD_TRINITY_DN139_c2_g1_i4.p1","XP_014771262.1",85.9,290,1.85e-173,495,0
"947","HM1_PD_TRINITY_DN1398_c0_g2_i8.p1","XP_029658164.1",88.3,231,1.02e-151,438,0
"948","HM1_PD_TRINITY_DN9900_c0_g2_i1.p1","XP_014785201.1",90,370,3.44e-257,710,0
"949","HM1_PD_TRINITY_DN1257_c0_g2_i1.p1","XP_029653452.1",81.4,237,5.27e-144,412,0
"950","HM1_PD_TRINITY_DN664_c0_g1_i1.p1","CAI9715155.1",91.2,364,3.74e-260,717,0
"951","HM3_PD_TRINITY_DN1721_c0_g1_i1.p1","XP_014767624.1",86.5,775,0,1498,0
"952","HM1_PD_TRINITY_DN174_c0_g2_i1.p1","CAI9724267.1",79,248,1.23e-119,416,0
"953","HM1_PD_TRINITY_DN50258_c0_g1_i1.p1","XP_029634273.1",97.2,142,1.17e-97,288,0
"954","HM2_PD_TRINITY_DN831_c1_g1_i7.p1","XP_029658213.1",81.4,306,1.74e-169,483,0
"955","HM1_PD_TRINITY_DN31748_c0_g1_i1.p1","XP_052821518.1",82.5,737,0,1223,0
"956","HM1_PD_TRINITY_DN63_c0_g2_i11.p1","XP_029654766.1",85.6,202,7.97e-126,367,0
"957","HM1_PD_TRINITY_DN1356_c0_g1_i1.p1","CAI9740977.1",91.2,328,2.24e-211,590,0
"958","HM2_PD_TRINITY_DN14975_c0_g1_i1.p1","XP_014787620.1",93.9,426,5.38000000003295e-314,858,0
"959","HM3_PD_TRINITY_DN2315_c0_g1_i2.p1","XP_014767620.1",86.9,740,0,1407,0
"960","HM1_PD_TRINITY_DN1192_c0_g1_i6.p1","XP_052822282.1",90.5,317,6.11e-201,597,0
"961","HM1_PD_TRINITY_DN45075_c0_g1_i1.p1","XP_029637843.1",88,440,8.35e-291,801,0
"962","HM1_PD_TRINITY_DN9688_c0_g3_i1.p1","XP_014767620.1",86.7,871,0,1647,0
"963","HM1_PD_TRINITY_DN15518_c0_g1_i1.p1","CAI9730439.1",84.2,260,6.35e-152,434,0
"964","HM1_PD_TRINITY_DN4362_c0_g2_i1.p1","XP_014784266.1",96.5,115,7.11e-76,234,0
"965","HM1_PD_TRINITY_DN10828_c0_g1_i1.p1","CAI9726243.1",96.6,496,0,995,0
"966","HM2_PD_TRINITY_DN15890_c0_g1_i1.p1","XP_036363965.1",82.2,101,1.42e-51,177,0
"967","HM1_PD_TRINITY_DN3796_c0_g2_i1.p1","XP_014785199.1",97.6,414,1.48e-206,585,0
"968","HM2_PD_TRINITY_DN19080_c0_g1_i1.p1","XP_014775642.1",96.5,231,1.41e-176,494,0
"969","HM2_PD_TRINITY_DN8822_c0_g1_i2.p1","CAI9740978.1",93.5,325,3.81e-222,617,0
"970","HM1_PD_TRINITY_DN502_c0_g1_i2.p1","CAI9739477.1",79.2,317,1.8e-178,513,0
"971","HM3_PD_TRINITY_DN7672_c0_g1_i1.p1","CAI9715171.1",85.8,691,0,1147,0
"972","HM1_PD_TRINITY_DN2450_c0_g1_i3.p1","XP_029650299.1",89.6,356,4.38e-239,663,0
"973","HM1_PD_TRINITY_DN1864_c0_g1_i1.p1","XP_014782301.1",86.8,485,0,896,0
"974","HM1_PD_TRINITY_DN542_c0_g2_i1.p1","XP_014785437.1",97.2,496,0,934,0
"975","HM1_PD_TRINITY_DN652_c0_g2_i2.p1","XP_029641498.1",94.4,780,0,1546,0
"976","HM3_PD_TRINITY_DN1662_c0_g1_i11.p1","XP_029640265.1",94.1,459,0,926,0
"977","HM1_PD_TRINITY_DN8192_c3_g1_i3.p1","XP_029650868.1",95.6,137,3.9e-97,286,0
"978","HM1_PD_TRINITY_DN171_c0_g3_i2.p1","XP_014786701.1",90.1,272,1.1e-183,516,0
"979","HM2_PD_TRINITY_DN4710_c0_g1_i2.p1","XP_036357639.1",74.3,284,1.79e-167,476,0
"980","HM1_PD_TRINITY_DN171_c0_g3_i1.p1","XP_014786693.1",90.9,297,2e-203,568,0
"981","HM1_PD_TRINITY_DN67917_c0_g1_i1.p1","XP_029645212.1",98.8,402,5.3e-300,821,0
"982","HM1_PD_TRINITY_DN1827_c0_g1_i2.p1","XP_052833195.1",89.2,157,2.63e-96,290,0
"983","HM1_PD_TRINITY_DN162_c0_g1_i2.p1","CAI9739012.1",96.1,128,2.69e-65,205,0
"984","HM3_PD_TRINITY_DN261_c0_g2_i10.p1","XP_014770290.2",84.3,433,6.76e-235,663,0
"985","HM3_PD_TRINITY_DN147_c4_g1_i1.p1","XP_014781593.1",93,186,1.61e-124,360,0
"986","HM3_PD_TRINITY_DN2854_c0_g1_i1.p1","XP_014781557.1",83.9,484,2.19e-305,842,0
"987","HM3_PD_TRINITY_DN1898_c0_g1_i2.p1","XP_029641498.1",93.4,641,0,1261,0
"988","HM1_PD_TRINITY_DN162_c0_g1_i5.p1","XP_014771381.1",94.8,135,1.47e-70,219,0
"989","HM2_PD_TRINITY_DN7044_c0_g1_i1.p1","CAI9716091.1",82.3,699,0,1078,0
"990","HM2_PD_TRINITY_DN705_c1_g1_i1.p1","XP_029641947.1",91.7,719,0,1379,0
"991","HM2_PD_TRINITY_DN1513_c3_g2_i11.p1","XP_014770290.2",88.8,403,3.92e-235,664,0
"992","HM2_PD_TRINITY_DN23849_c0_g1_i1.p1","XP_029634581.2",44.9,107,1.49e-27,108,0
"993","HM1_PD_TRINITY_DN9005_c0_g2_i1.p1","XP_014782418.1",56.2,203,1.31e-88,270,0
"994","HM3_PD_TRINITY_DN72739_c0_g1_i1.p1","XP_014782415.1",80.3,203,6.82e-121,351,0
"995","HM1_PD_TRINITY_DN5006_c0_g1_i1.p1","XP_052827193.1",93.8,225,7.75e-108,324,0
"996","HM2_PD_TRINITY_DN4202_c6_g1_i1.p1","XP_029647574.1",93.1,494,0,1023,0
"997","HM1_PD_TRINITY_DN35211_c0_g1_i1.p1","XP_014772671.1",92.5,268,3.03e-184,517,0
"998","HM3_PD_TRINITY_DN15877_c0_g3_i1.p1","XP_036362898.1",94,481,0,954,0
"999","HM1_PD_TRINITY_DN4200_c1_g2_i1.p1","XP_036365518.1",86.7,698,0,1215,0
"1000","HM2_PD_TRINITY_DN2673_c1_g2_i9.p1","XP_029634984.2",96.9,769,0,1488,0
"1001","HM1_PD_TRINITY_DN59163_c0_g1_i1.p1","XP_029646880.1",87.3,142,1.69e-89,267,0
"1002","HM2_PD_TRINITY_DN5766_c5_g1_i1.p1","XP_029652588.1",97.3,414,1.25e-297,816,0
"1003","HM1_PD_TRINITY_DN3823_c0_g2_i1.p1","XP_014785522.1",92.2,499,0,914,0
"1004","HM1_PD_TRINITY_DN16721_c0_g1_i1.p1","XP_014785782.1",83.6,256,2.94e-155,470,0
"1005","HM1_PD_TRINITY_DN18709_c0_g2_i1.p1","XP_029645821.1",87.6,679,0,1225,0
"1006","HM2_PD_TRINITY_DN6373_c1_g1_i3.p1","XP_014784457.1",61.9,333,6.82e-145,434,0
"1007","HM2_PD_TRINITY_DN3157_c0_g1_i6.p1","CAI9716092.1",80.4,92,1.71e-48,160,0
"1008","HM2_PD_TRINITY_DN872_c9_g1_i1.p1","CAI9742234.1",88.6,264,3.28e-181,509,0
"1009","HM1_PD_TRINITY_DN15263_c0_g1_i5.p1","CAI9740822.1",80.6,263,1.14e-100,306,0
"1010","HM2_PD_TRINITY_DN4119_c0_g1_i4.p1","XP_014770986.1",88.6,350,2.31e-231,643,0
"1011","HM1_PD_TRINITY_DN442_c0_g1_i1.p1","CAI9733777.1",96.9,359,3.22e-263,724,0
"1012","HM2_PD_TRINITY_DN41496_c0_g1_i1.p1","XP_029638351.1",55.3,132,6.68e-50,167,0
"1013","HM1_PD_TRINITY_DN2412_c0_g1_i1.p1","XP_029635473.1",97.4,734,0,1494,0
"1014","HM3_PD_TRINITY_DN97090_c0_g1_i2.p2","XP_029645821.1",93.8,292,3.16e-199,572,0
"1015","HM3_PD_TRINITY_DN5276_c0_g1_i1.p1","XP_014784832.1",91,255,1.78e-172,486,0
"1016","HM2_PD_TRINITY_DN6842_c0_g2_i2.p2","XP_052830941.1",96.4,194,8.73e-124,385,0
"1017","HM3_PD_TRINITY_DN5547_c0_g1_i1.p1","XP_014784364.1",96.2,211,1.92e-148,422,0
"1018","HM2_PD_TRINITY_DN1024_c0_g1_i2.p1","CAI9734988.1",72.3,191,5.65e-102,303,0
"1019","HM1_PD_TRINITY_DN436_c0_g3_i5.p1","CAI9734988.1",80.2,192,5.93e-114,334,0
"1020","HM3_PD_TRINITY_DN5872_c0_g1_i1.p1","XP_029656793.1",90.8,229,7.67e-149,424,0
"1021","HM1_PD_TRINITY_DN12277_c0_g1_i2.p1","XP_029650646.1",67.6,256,1.09e-120,353,0
"1022","HM1_PD_TRINITY_DN3532_c3_g5_i4.p1","CAI9740900.1",50.9,216,1.8e-74,235,0
"1023","HM2_PD_TRINITY_DN34470_c0_g1_i1.p1","XP_029643721.1",89.2,259,1.66e-167,474,0
"1024","HM2_PD_TRINITY_DN4119_c0_g1_i2.p1","XP_014770992.1",80.9,350,1.02e-204,574,0
"1025","HM1_PD_TRINITY_DN440_c0_g4_i1.p1","XP_014776000.1",86,257,3.61e-163,462,0
"1026","HM1_PD_TRINITY_DN177_c0_g1_i1.p1","XP_052831460.1",84.3,268,1.57e-165,469,0
"1027","HM1_PD_TRINITY_DN2563_c0_g1_i2.p1","XP_029650856.1",70.1,254,1.49e-130,380,0
"1028","HM3_PD_TRINITY_DN4669_c0_g3_i6.p4","CAI9719306.1",78.3,152,5e-70,241,0
"1029","HM1_PD_TRINITY_DN63_c0_g1_i6.p1","CAI9718204.1",85.8,254,1.43e-164,469,0
"1030","HM1_PD_TRINITY_DN54_c12_g1_i1.p1","CAI9740508.1",87.8,139,1.06e-76,251,0
"1031","HM1_PD_TRINITY_DN1096_c0_g3_i1.p1","CAI9744246.1",85,473,2.45e-302,833,0
"1032","HM1_PD_TRINITY_DN18563_c0_g2_i2.p1","XP_014780657.1",97.9,388,1.13e-289,793,0
"1033","HM1_PD_TRINITY_DN599_c0_g1_i1.p1","CAI9717116.1",84.7,518,0,934,0
"1034","HM3_PD_TRINITY_DN1374_c0_g2_i1.p2","XP_052828520.1",99.3,402,4.04e-294,838,0
"1035","HM1_PD_TRINITY_DN440_c0_g2_i1.p1","XP_029651018.1",82.4,256,4.63e-155,442,0
"1036","HM1_PD_TRINITY_DN63_c0_g4_i2.p1","XP_029654753.1",88.3,256,6.92e-168,475,0
"1037","HM1_PD_TRINITY_DN859_c0_g1_i1.p1","XP_014781656.1",75.6,213,1.47e-113,333,0
"1038","HM1_PD_TRINITY_DN16_c0_g2_i7.p1","XP_029651324.1",89.4,254,2.04e-170,481,0
"1039","HM1_PD_TRINITY_DN6772_c3_g1_i1.p1","XP_014784464.1",95,141,2.94e-94,279,0
"1040","HM1_PD_TRINITY_DN5348_c0_g2_i2.p1","CAI9741257.1",84.2,146,2.38e-91,272,0
"1041","HM2_PD_TRINITY_DN2767_c0_g1_i2.p2","XP_036363455.1",63.3,281,6.38e-98,327,0
"1042","HM1_PD_TRINITY_DN4978_c1_g1_i8.p1","CAI9744019.1",94.5,164,2.66e-110,324,0
"1043","HM1_PD_TRINITY_DN8694_c0_g2_i1.p1","XP_014778626.1",92.6,365,6.81e-268,736,0
"1044","HM1_PD_TRINITY_DN3021_c4_g1_i1.p1","XP_014770445.1",79.9,254,5.1e-149,427,0
"1045","HM3_PD_TRINITY_DN65887_c0_g1_i1.p1","XP_029651716.1",63.2,133,2.92e-63,200,0
"1046","HM3_PD_TRINITY_DN8667_c0_g1_i4.p1","XP_014780878.1",87.3,150,2.27e-99,293,0
"1047","HM3_PD_TRINITY_DN96126_c0_g1_i1.p2","CAI9725282.1",96.4,167,9.09e-105,325,0
"1048","HM1_PD_TRINITY_DN9352_c0_g4_i2.p1","XP_029643779.1",84.2,342,2.27e-220,614,0
"1049","HM1_PD_TRINITY_DN63_c0_g2_i7.p1","XP_029654766.1",86,121,2.62e-69,220,0
"1050","HM1_PD_TRINITY_DN2302_c0_g1_i1.p1","XP_014788108.1",87,154,1.25e-96,295,0
"1051","HM3_PD_TRINITY_DN15361_c0_g1_i2.p1","XP_029641081.1",93,511,0,1022,0
"1052","HM1_PD_TRINITY_DN744_c0_g1_i11.p1","XP_036356059.1",88.4,155,3.3e-104,305,0
"1053","HM1_PD_TRINITY_DN358_c0_g2_i1.p1","XP_014770093.1",83.1,77,4.29e-42,145,0
"1054","HM1_PD_TRINITY_DN709_c0_g1_i8.p2","XP_052827612.1",78.3,157,1.57e-87,270,0
"1055","HM3_PD_TRINITY_DN32247_c0_g1_i1.p1","CAI9730048.1",59.1,203,5.37e-83,255,0
